技能id,等级,需要材料,需要银币,需求等级,
99,7,32=8,10000,30,10000
99,8,32=10,12000,35,12000
99,9,32=12,14000,40,14000
99,10,32=14,16000,45,16000
99,11,33=17,32000,50,32000
99,12,33=20,36000,55,36000
99,13,33=23,40000,60,40000
99,14,33=26,44000,65,44000
99,15,33=30,48000,70,48000
99,16,34=34,96000,75,96000
99,17,34=38,104000,80,104000
99,18,34=42,112000,85,112000
99,19,34=46,120000,90,120000
99,20,34=50,128000,95,128000
100,1,31=1,0,0,0
100,2,31=2,500,6,500
100,3,31=3,1000,10,1000
100,4,31=4,2000,15,2000
100,5,31=5,4000,20,4000
100,6,32=6,8000,25,8000
100,7,32=8,10000,30,10000
100,8,32=10,12000,35,12000
100,9,32=12,14000,40,14000
100,10,32=14,16000,45,16000
100,11,33=17,32000,50,32000
100,12,33=20,36000,55,36000
100,13,33=23,40000,60,40000
100,14,33=26,44000,65,44000
100,15,33=30,48000,70,48000
100,16,34=34,96000,75,96000
100,17,34=38,104000,80,104000
100,18,34=42,112000,85,112000
100,19,34=46,120000,90,120000
100,20,34=50,128000,95,128000
101,1,31=1,0,0,0
101,2,31=2,500,6,500
101,3,31=3,1000,10,1000
101,4,31=4,2000,15,2000
101,5,31=5,4000,20,4000
101,6,32=6,8000,25,8000
101,7,32=8,10000,30,10000
101,8,32=10,12000,35,12000
101,9,32=12,14000,40,14000
101,10,32=14,16000,45,16000
101,11,33=17,32000,50,32000
101,12,33=20,36000,55,36000
101,13,33=23,40000,60,40000
101,14,33=26,44000,65,44000
101,15,33=30,48000,70,48000
101,16,34=34,96000,75,96000
101,17,34=38,104000,80,104000
101,18,34=42,112000,85,112000
101,19,34=46,120000,90,120000
101,20,34=50,128000,95,128000
102,1,31=1,0,0,0
102,2,31=2,500,6,500
102,3,31=3,1000,10,1000
102,4,31=4,2000,15,2000
102,5,31=5,4000,20,4000
102,6,32=6,8000,25,8000
102,7,32=8,10000,30,10000
102,8,32=10,12000,35,12000
102,9,32=12,14000,40,14000
102,10,32=14,16000,45,16000
102,11,33=17,32000,50,32000
102,12,33=20,36000,55,36000
102,13,33=23,40000,60,40000
102,14,33=26,44000,65,44000
102,15,33=30,48000,70,48000
102,16,34=34,96000,75,96000
102,17,34=38,104000,80,104000
102,18,34=42,112000,85,112000
102,19,34=46,120000,90,120000
102,20,34=50,128000,95,128000
103,1,31=1,0,0,0
103,2,31=2,500,6,500
103,3,31=3,1000,10,1000
103,4,31=4,2000,15,2000
103,5,31=5,4000,20,4000
103,6,32=6,8000,25,8000
103,7,32=8,10000,30,10000
103,8,32=10,12000,35,12000
103,9,32=12,14000,40,14000
103,10,32=14,16000,45,16000
103,11,33=17,32000,50,32000
103,12,33=20,36000,55,36000
103,13,33=23,40000,60,40000
103,14,33=26,44000,65,44000
103,15,33=30,48000,70,48000
103,16,34=34,96000,75,96000
103,17,34=38,104000,80,104000
103,18,34=42,112000,85,112000
103,19,34=46,120000,90,120000
103,20,34=50,128000,95,128000
104,1,31=1,0,0,0
104,2,31=2,500,6,500
104,3,31=3,1000,10,1000
104,4,31=4,2000,15,2000
104,5,31=5,4000,20,4000
104,6,32=6,8000,25,8000
104,7,32=8,10000,30,10000
104,8,32=10,12000,35,12000
104,9,32=12,14000,40,14000
104,10,32=14,16000,45,16000
104,11,33=17,32000,50,32000
104,12,33=20,36000,55,36000
104,13,33=23,40000,60,40000
104,14,33=26,44000,65,44000
104,15,33=30,48000,70,48000
104,16,34=34,96000,75,96000
104,17,34=38,104000,80,104000
104,18,34=42,112000,85,112000
104,19,34=46,120000,90,120000
104,20,34=50,128000,95,128000
105,1,31=1,0,0,0
105,2,31=2,500,6,500
105,3,31=3,1000,10,1000
105,4,31=4,2000,15,2000
105,5,31=5,4000,20,4000
105,6,32=6,8000,25,8000
105,7,32=8,10000,30,10000
105,8,32=10,12000,35,12000
105,9,32=12,14000,40,14000
105,10,32=14,16000,45,16000
105,11,33=17,32000,50,32000
105,12,33=20,36000,55,36000
105,13,33=23,40000,60,40000
105,14,33=26,44000,65,44000
105,15,33=30,48000,70,48000
105,16,34=34,96000,75,96000
105,17,34=38,104000,80,104000
105,18,34=42,112000,85,112000
105,19,34=46,120000,90,120000
105,20,34=50,128000,95,128000
106,1,31=1,0,0,0
106,2,31=2,500,6,500
106,3,31=3,1000,10,1000
106,4,31=4,2000,15,2000
106,5,31=5,4000,20,4000
106,6,32=6,8000,25,8000
106,7,32=8,10000,30,10000
106,8,32=10,12000,35,12000
106,9,32=12,14000,40,14000
106,10,32=14,16000,45,16000
106,11,33=17,32000,50,32000
106,12,33=20,36000,55,36000
106,13,33=23,40000,60,40000
106,14,33=26,44000,65,44000
106,15,33=30,48000,70,48000
106,16,34=34,96000,75,96000
106,17,34=38,104000,80,104000
106,18,34=42,112000,85,112000
106,19,34=46,120000,90,120000
106,20,34=50,128000,95,128000
107,1,31=1,0,0,0
107,2,31=2,500,6,500
107,3,31=3,1000,10,1000
107,4,31=4,2000,15,2000
107,5,31=5,4000,20,4000
107,6,32=6,8000,25,8000
107,7,32=8,10000,30,10000
107,8,32=10,12000,35,12000
107,9,32=12,14000,40,14000
107,10,32=14,16000,45,16000
107,11,33=17,32000,50,32000
107,12,33=20,36000,55,36000
107,13,33=23,40000,60,40000
107,14,33=26,44000,65,44000
107,15,33=30,48000,70,48000
107,16,34=34,96000,75,96000
107,17,34=38,104000,80,104000
107,18,34=42,112000,85,112000
107,19,34=46,120000,90,120000
107,20,34=50,128000,95,128000
108,1,31=1,0,0,0
108,2,31=2,500,6,500
108,3,31=3,1000,10,1000
108,4,31=4,2000,15,2000
108,5,31=5,4000,20,4000
108,6,32=6,8000,25,8000
108,7,32=8,10000,30,10000
108,8,32=10,12000,35,12000
108,9,32=12,14000,40,14000
108,10,32=14,16000,45,16000
108,11,33=17,32000,50,32000
108,12,33=20,36000,55,36000
108,13,33=23,40000,60,40000
108,14,33=26,44000,65,44000
108,15,33=30,48000,70,48000
108,16,34=34,96000,75,96000
108,17,34=38,104000,80,104000
108,18,34=42,112000,85,112000
108,19,34=46,120000,90,120000
108,20,34=50,128000,95,128000
109,1,31=1,0,0,0
109,2,31=2,500,6,500
109,3,31=3,1000,10,1000
109,4,31=4,2000,15,2000
109,5,31=5,4000,20,4000
109,6,32=6,8000,25,8000
109,7,32=8,10000,30,10000
109,8,32=10,12000,35,12000
109,9,32=12,14000,40,14000
109,10,32=14,16000,45,16000
109,11,33=17,32000,50,32000
109,12,33=20,36000,55,36000
109,13,33=23,40000,60,40000
109,14,33=26,44000,65,44000
109,15,33=30,48000,70,48000
109,16,34=34,96000,75,96000
109,17,34=38,104000,80,104000
109,18,34=42,112000,85,112000
109,19,34=46,120000,90,120000
109,20,34=50,128000,95,128000
110,1,31=1,0,0,0
110,2,31=2,500,6,500
110,3,31=3,1000,10,1000
110,4,31=4,2000,15,2000
110,5,31=5,4000,20,4000
110,6,32=6,8000,25,8000
110,7,32=8,10000,30,10000
110,8,32=10,12000,35,12000
110,9,32=12,14000,40,14000
110,10,32=14,16000,45,16000
110,11,33=17,32000,50,32000
110,12,33=20,36000,55,36000
110,13,33=23,40000,60,40000
110,14,33=26,44000,65,44000
110,15,33=30,48000,70,48000
110,16,34=34,96000,75,96000
110,17,34=38,104000,80,104000
110,18,34=42,112000,85,112000
110,19,34=46,120000,90,120000
110,20,34=50,128000,95,128000
111,1,31=1,0,0,0
111,2,31=2,500,6,500
111,3,31=3,1000,10,1000
111,4,31=4,2000,15,2000
111,5,31=5,4000,20,4000
111,6,32=6,8000,25,8000
111,7,32=8,10000,30,10000
111,8,32=10,12000,35,12000
111,9,32=12,14000,40,14000
111,10,32=14,16000,45,16000
111,11,33=17,32000,50,32000
111,12,33=20,36000,55,36000
111,13,33=23,40000,60,40000
111,14,33=26,44000,65,44000
111,15,33=30,48000,70,48000
111,16,34=34,96000,75,96000
111,17,34=38,104000,80,104000
111,18,34=42,112000,85,112000
111,19,34=46,120000,90,120000
111,20,34=50,128000,95,128000
112,1,31=1,0,0,0
112,2,31=2,500,6,500
112,3,31=3,1000,10,1000
112,4,31=4,2000,15,2000
112,5,31=5,4000,20,4000
112,6,32=6,8000,25,8000
112,7,32=8,10000,30,10000
112,8,32=10,12000,35,12000
112,9,32=12,14000,40,14000
112,10,32=14,16000,45,16000
112,11,33=17,32000,50,32000
112,12,33=20,36000,55,36000
112,13,33=23,40000,60,40000
112,14,33=26,44000,65,44000
112,15,33=30,48000,70,48000
112,16,34=34,96000,75,96000
112,17,34=38,104000,80,104000
112,18,34=42,112000,85,112000
112,19,34=46,120000,90,120000
112,20,34=50,128000,95,128000
113,1,31=1,0,0,0
113,2,31=2,500,6,500
113,3,31=3,1000,10,1000
113,4,31=4,2000,15,2000
113,5,31=5,4000,20,4000
113,6,32=6,8000,25,8000
113,7,32=8,10000,30,10000
113,8,32=10,12000,35,12000
113,9,32=12,14000,40,14000
113,10,32=14,16000,45,16000
113,11,33=17,32000,50,32000
113,12,33=20,36000,55,36000
113,13,33=23,40000,60,40000
113,14,33=26,44000,65,44000
113,15,33=30,48000,70,48000
113,16,34=34,96000,75,96000
113,17,34=38,104000,80,104000
113,18,34=42,112000,85,112000
113,19,34=46,120000,90,120000
113,20,34=50,128000,95,128000
114,1,31=1,0,0,0
114,2,31=2,500,6,500
114,3,31=3,1000,10,1000
114,4,31=4,2000,15,2000
114,5,31=5,4000,20,4000
114,6,32=6,8000,25,8000
114,7,32=8,10000,30,10000
114,8,32=10,12000,35,12000
114,9,32=12,14000,40,14000
114,10,32=14,16000,45,16000
114,11,33=17,32000,50,32000
114,12,33=20,36000,55,36000
114,13,33=23,40000,60,40000
114,14,33=26,44000,65,44000
114,15,33=30,48000,70,48000
114,16,34=34,96000,75,96000
114,17,34=38,104000,80,104000
114,18,34=42,112000,85,112000
114,19,34=46,120000,90,120000
114,20,34=50,128000,95,128000
115,1,31=1,0,0,0
115,2,31=2,500,6,500
115,3,31=3,1000,10,1000
115,4,31=4,2000,15,2000
115,5,31=5,4000,20,4000
115,6,32=6,8000,25,8000
115,7,32=8,10000,30,10000
115,8,32=10,12000,35,12000
115,9,32=12,14000,40,14000
115,10,32=14,16000,45,16000
115,11,33=17,32000,50,32000
115,12,33=20,36000,55,36000
115,13,33=23,40000,60,40000
115,14,33=26,44000,65,44000
115,15,33=30,48000,70,48000
115,16,34=34,96000,75,96000
115,17,34=38,104000,80,104000
115,18,34=42,112000,85,112000
115,19,34=46,120000,90,120000
115,20,34=50,128000,95,128000
116,1,31=1,0,0,0
116,2,31=2,500,6,500
116,3,31=3,1000,10,1000
116,4,31=4,2000,15,2000
116,5,31=5,4000,20,4000
116,6,32=6,8000,25,8000
116,7,32=8,10000,30,10000
116,8,32=10,12000,35,12000
116,9,32=12,14000,40,14000
116,10,32=14,16000,45,16000
116,11,33=17,32000,50,32000
116,12,33=20,36000,55,36000
116,13,33=23,40000,60,40000
116,14,33=26,44000,65,44000
116,15,33=30,48000,70,48000
116,16,34=34,96000,75,96000
116,17,34=38,104000,80,104000
116,18,34=42,112000,85,112000
116,19,34=46,120000,90,120000
116,20,34=50,128000,95,128000
117,1,31=1,0,0,0
117,2,31=2,500,6,500
117,3,31=3,1000,10,1000
117,4,31=4,2000,15,2000
117,5,31=5,4000,20,4000
117,6,32=6,8000,25,8000
117,7,32=8,10000,30,10000
117,8,32=10,12000,35,12000
117,9,32=12,14000,40,14000
117,10,32=14,16000,45,16000
117,11,33=17,32000,50,32000
117,12,33=20,36000,55,36000
117,13,33=23,40000,60,40000
117,14,33=26,44000,65,44000
117,15,33=30,48000,70,48000
117,16,34=34,96000,75,96000
117,17,34=38,104000,80,104000
117,18,34=42,112000,85,112000
117,19,34=46,120000,90,120000
117,20,34=50,128000,95,128000
118,1,31=1,0,0,0
118,2,31=2,500,6,500
118,3,31=3,1000,10,1000
118,4,31=4,2000,15,2000
118,5,31=5,4000,20,4000
118,6,32=6,8000,25,8000
118,7,32=8,10000,30,10000
118,8,32=10,12000,35,12000
118,9,32=12,14000,40,14000
118,10,32=14,16000,45,16000
118,11,33=17,32000,50,32000
118,12,33=20,36000,55,36000
118,13,33=23,40000,60,40000
118,14,33=26,44000,65,44000
118,15,33=30,48000,70,48000
118,16,34=34,96000,75,96000
118,17,34=38,104000,80,104000
118,18,34=42,112000,85,112000
118,19,34=46,120000,90,120000
118,20,34=50,128000,95,128000
119,1,31=1,0,0,0
119,2,31=2,500,6,500
119,3,31=3,1000,10,1000
119,4,31=4,2000,15,2000
119,5,31=5,4000,20,4000
119,6,32=6,8000,25,8000
119,7,32=8,10000,30,10000
119,8,32=10,12000,35,12000
119,9,32=12,14000,40,14000
119,10,32=14,16000,45,16000
119,11,33=17,32000,50,32000
119,12,33=20,36000,55,36000
119,13,33=23,40000,60,40000
119,14,33=26,44000,65,44000
119,15,33=30,48000,70,48000
119,16,34=34,96000,75,96000
119,17,34=38,104000,80,104000
119,18,34=42,112000,85,112000
119,19,34=46,120000,90,120000
119,20,34=50,128000,95,128000
120,1,31=1,0,0,0
120,2,31=2,500,6,500
120,3,31=3,1000,10,1000
120,4,31=4,2000,15,2000
120,5,31=5,4000,20,4000
120,6,32=6,8000,25,8000
120,7,32=8,10000,30,10000
120,8,32=10,12000,35,12000
120,9,32=12,14000,40,14000
120,10,32=14,16000,45,16000
120,11,33=17,32000,50,32000
120,12,33=20,36000,55,36000
120,13,33=23,40000,60,40000
120,14,33=26,44000,65,44000
120,15,33=30,48000,70,48000
120,16,34=34,96000,75,96000
120,17,34=38,104000,80,104000
120,18,34=42,112000,85,112000
120,19,34=46,120000,90,120000
120,20,34=50,128000,95,128000
121,1,31=1,0,0,0
121,2,31=2,500,6,500
121,3,31=3,1000,10,1000
121,4,31=4,2000,15,2000
121,5,31=5,4000,20,4000
121,6,32=6,8000,25,8000
121,7,32=8,10000,30,10000
121,8,32=10,12000,35,12000
121,9,32=12,14000,40,14000
121,10,32=14,16000,45,16000
121,11,33=17,32000,50,32000
121,12,33=20,36000,55,36000
121,13,33=23,40000,60,40000
121,14,33=26,44000,65,44000
121,15,33=30,48000,70,48000
121,16,34=34,96000,75,96000
121,17,34=38,104000,80,104000
121,18,34=42,112000,85,112000
121,19,34=46,120000,90,120000
121,20,34=50,128000,95,128000
122,1,31=1,0,0,0
122,2,31=2,500,6,500
122,3,31=3,1000,10,1000
122,4,31=4,2000,15,2000
122,5,31=5,4000,20,4000
122,6,32=6,8000,25,8000
122,7,32=8,10000,30,10000
122,8,32=10,12000,35,12000
122,9,32=12,14000,40,14000
122,10,32=14,16000,45,16000
122,11,33=17,32000,50,32000
122,12,33=20,36000,55,36000
122,13,33=23,40000,60,40000
122,14,33=26,44000,65,44000
122,15,33=30,48000,70,48000
122,16,34=34,96000,75,96000
122,17,34=38,104000,80,104000
122,18,34=42,112000,85,112000
122,19,34=46,120000,90,120000
122,20,34=50,128000,95,128000
123,1,31=1,0,0,0
123,2,31=2,500,6,500
123,3,31=3,1000,10,1000
123,4,31=4,2000,15,2000
123,5,31=5,4000,20,4000
123,6,32=6,8000,25,8000
123,7,32=8,10000,30,10000
123,8,32=10,12000,35,12000
123,9,32=12,14000,40,14000
123,10,32=14,16000,45,16000
123,11,33=17,32000,50,32000
123,12,33=20,36000,55,36000
123,13,33=23,40000,60,40000
123,14,33=26,44000,65,44000
123,15,33=30,48000,70,48000
123,16,34=34,96000,75,96000
123,17,34=38,104000,80,104000
123,18,34=42,112000,85,112000
123,19,34=46,120000,90,120000
123,20,34=50,128000,95,128000
124,1,31=1,0,0,0
124,2,31=2,500,6,500
124,3,31=3,1000,10,1000
124,4,31=4,2000,15,2000
124,5,31=5,4000,20,4000
124,6,32=6,8000,25,8000
124,7,32=8,10000,30,10000
124,8,32=10,12000,35,12000
124,9,32=12,14000,40,14000
124,10,32=14,16000,45,16000
124,11,33=17,32000,50,32000
124,12,33=20,36000,55,36000
124,13,33=23,40000,60,40000
124,14,33=26,44000,65,44000
124,15,33=30,48000,70,48000
124,16,34=34,96000,75,96000
124,17,34=38,104000,80,104000
124,18,34=42,112000,85,112000
124,19,34=46,120000,90,120000
124,20,34=50,128000,95,128000
125,1,31=1,0,0,0
125,2,31=2,500,6,500
125,3,31=3,1000,10,1000
125,4,31=4,2000,15,2000
125,5,31=5,4000,20,4000
125,6,32=6,8000,25,8000
125,7,32=8,10000,30,10000
125,8,32=10,12000,35,12000
125,9,32=12,14000,40,14000
125,10,32=14,16000,45,16000
125,11,33=17,32000,50,32000
125,12,33=20,36000,55,36000
125,13,33=23,40000,60,40000
125,14,33=26,44000,65,44000
125,15,33=30,48000,70,48000
125,16,34=34,96000,75,96000
125,17,34=38,104000,80,104000
125,18,34=42,112000,85,112000
125,19,34=46,120000,90,120000
125,20,34=50,128000,95,128000
126,1,31=1,0,0,0
126,2,31=2,500,6,500
126,3,31=3,1000,10,1000
126,4,31=4,2000,15,2000
126,5,31=5,4000,20,4000
126,6,32=6,8000,25,8000
126,7,32=8,10000,30,10000
126,8,32=10,12000,35,12000
126,9,32=12,14000,40,14000
126,10,32=14,16000,45,16000
126,11,33=17,32000,50,32000
126,12,33=20,36000,55,36000
126,13,33=23,40000,60,40000
126,14,33=26,44000,65,44000
126,15,33=30,48000,70,48000
126,16,34=34,96000,75,96000
126,17,34=38,104000,80,104000
126,18,34=42,112000,85,112000
126,19,34=46,120000,90,120000
126,20,34=50,128000,95,128000
127,1,31=1,0,0,0
127,2,31=2,500,6,500
127,3,31=3,1000,10,1000
127,4,31=4,2000,15,2000
127,5,31=5,4000,20,4000
127,6,32=6,8000,25,8000
127,7,32=8,10000,30,10000
127,8,32=10,12000,35,12000
127,9,32=12,14000,40,14000
127,10,32=14,16000,45,16000
127,11,33=17,32000,50,32000
127,12,33=20,36000,55,36000
127,13,33=23,40000,60,40000
127,14,33=26,44000,65,44000
127,15,33=30,48000,70,48000
127,16,34=34,96000,75,96000
127,17,34=38,104000,80,104000
127,18,34=42,112000,85,112000
127,19,34=46,120000,90,120000
127,20,34=50,128000,95,128000
128,1,31=1,0,0,0
128,2,31=2,500,6,500
128,3,31=3,1000,10,1000
128,4,31=4,2000,15,2000
128,5,31=5,4000,20,4000
128,6,32=6,8000,25,8000
128,7,32=8,10000,30,10000
128,8,32=10,12000,35,12000
128,9,32=12,14000,40,14000
128,10,32=14,16000,45,16000
128,11,33=17,32000,50,32000
128,12,33=20,36000,55,36000
128,13,33=23,40000,60,40000
128,14,33=26,44000,65,44000
128,15,33=30,48000,70,48000
128,16,34=34,96000,75,96000
128,17,34=38,104000,80,104000
128,18,34=42,112000,85,112000
128,19,34=46,120000,90,120000
128,20,34=50,128000,95,128000
129,1,31=1,0,0,0
129,2,31=2,500,6,500
129,3,31=3,1000,10,1000
129,4,31=4,2000,15,2000
129,5,31=5,4000,20,4000
129,6,32=6,8000,25,8000
129,7,32=8,10000,30,10000
129,8,32=10,12000,35,12000
129,9,32=12,14000,40,14000
129,10,32=14,16000,45,16000
129,11,33=17,32000,50,32000
129,12,33=20,36000,55,36000
129,13,33=23,40000,60,40000
129,14,33=26,44000,65,44000
129,15,33=30,48000,70,48000
129,16,34=34,96000,75,96000
129,17,34=38,104000,80,104000
129,18,34=42,112000,85,112000
129,19,34=46,120000,90,120000
129,20,34=50,128000,95,128000
130,1,31=1,0,0,0
130,2,31=2,500,6,500
130,3,31=3,1000,10,1000
130,4,31=4,2000,15,2000
130,5,31=5,4000,20,4000
130,6,32=6,8000,25,8000
130,7,32=8,10000,30,10000
130,8,32=10,12000,35,12000
130,9,32=12,14000,40,14000
130,10,32=14,16000,45,16000
130,11,33=17,32000,50,32000
130,12,33=20,36000,55,36000
130,13,33=23,40000,60,40000
130,14,33=26,44000,65,44000
130,15,33=30,48000,70,48000
130,16,34=34,96000,75,96000
130,17,34=38,104000,80,104000
130,18,34=42,112000,85,112000
130,19,34=46,120000,90,120000
130,20,34=50,128000,95,128000
131,1,31=1,0,0,0
131,2,31=2,500,6,500
131,3,31=3,1000,10,1000
131,4,31=4,2000,15,2000
131,5,31=5,4000,20,4000
131,6,32=6,8000,25,8000
131,7,32=8,10000,30,10000
131,8,32=10,12000,35,12000
131,9,32=12,14000,40,14000
131,10,32=14,16000,45,16000
131,11,33=17,32000,50,32000
131,12,33=20,36000,55,36000
131,13,33=23,40000,60,40000
131,14,33=26,44000,65,44000
131,15,33=30,48000,70,48000
131,16,34=34,96000,75,96000
131,17,34=38,104000,80,104000
131,18,34=42,112000,85,112000
131,19,34=46,120000,90,120000
131,20,34=50,128000,95,128000
132,1,31=1,0,0,0
132,2,31=2,500,6,500
132,3,31=3,1000,10,1000
132,4,31=4,2000,15,2000
132,5,31=5,4000,20,4000
132,6,32=6,8000,25,8000
132,7,32=8,10000,30,10000
132,8,32=10,12000,35,12000
132,9,32=12,14000,40,14000
132,10,32=14,16000,45,16000
132,11,33=17,32000,50,32000
132,12,33=20,36000,55,36000
132,13,33=23,40000,60,40000
132,14,33=26,44000,65,44000
132,15,33=30,48000,70,48000
132,16,34=34,96000,75,96000
132,17,34=38,104000,80,104000
132,18,34=42,112000,85,112000
132,19,34=46,120000,90,120000
132,20,34=50,128000,95,128000
133,1,31=1,0,0,0
133,2,31=2,500,6,500
133,3,31=3,1000,10,1000
133,4,31=4,2000,15,2000
133,5,31=5,4000,20,4000
133,6,32=6,8000,25,8000
133,7,32=8,10000,30,10000
133,8,32=10,12000,35,12000
133,9,32=12,14000,40,14000
133,10,32=14,16000,45,16000
133,11,33=17,32000,50,32000
133,12,33=20,36000,55,36000
133,13,33=23,40000,60,40000
133,14,33=26,44000,65,44000
133,15,33=30,48000,70,48000
133,16,34=34,96000,75,96000
133,17,34=38,104000,80,104000
133,18,34=42,112000,85,112000
133,19,34=46,120000,90,120000
133,20,34=50,128000,95,128000
134,1,31=1,0,0,0
134,2,31=2,500,6,500
134,3,31=3,1000,10,1000
134,4,31=4,2000,15,2000
134,5,31=5,4000,20,4000
134,6,32=6,8000,25,8000
134,7,32=8,10000,30,10000
134,8,32=10,12000,35,12000
134,9,32=12,14000,40,14000
134,10,32=14,16000,45,16000
134,11,33=17,32000,50,32000
134,12,33=20,36000,55,36000
134,13,33=23,40000,60,40000
134,14,33=26,44000,65,44000
134,15,33=30,48000,70,48000
134,16,34=34,96000,75,96000
134,17,34=38,104000,80,104000
134,18,34=42,112000,85,112000
134,19,34=46,120000,90,120000
134,20,34=50,128000,95,128000
135,1,31=1,0,0,0
135,2,31=2,500,6,500
135,3,31=3,1000,10,1000
135,4,31=4,2000,15,2000
135,5,31=5,4000,20,4000
135,6,32=6,8000,25,8000
135,7,32=8,10000,30,10000
135,8,32=10,12000,35,12000
135,9,32=12,14000,40,14000
135,10,32=14,16000,45,16000
135,11,33=17,32000,50,32000
135,12,33=20,36000,55,36000
135,13,33=23,40000,60,40000
135,14,33=26,44000,65,44000
135,15,33=30,48000,70,48000
135,16,34=34,96000,75,96000
135,17,34=38,104000,80,104000
135,18,34=42,112000,85,112000
135,19,34=46,120000,90,120000
135,20,34=50,128000,95,128000
136,1,31=1,0,0,0
136,2,31=2,500,6,500
136,3,31=3,1000,10,1000
136,4,31=4,2000,15,2000
136,5,31=5,4000,20,4000
136,6,32=6,8000,25,8000
136,7,32=8,10000,30,10000
136,8,32=10,12000,35,12000
136,9,32=12,14000,40,14000
136,10,32=14,16000,45,16000
136,11,33=17,32000,50,32000
136,12,33=20,36000,55,36000
136,13,33=23,40000,60,40000
136,14,33=26,44000,65,44000
136,15,33=30,48000,70,48000
136,16,34=34,96000,75,96000
136,17,34=38,104000,80,104000
136,18,34=42,112000,85,112000
136,19,34=46,120000,90,120000
136,20,34=50,128000,95,128000
137,1,31=1,0,0,0
137,2,31=2,500,6,500
137,3,31=3,1000,10,1000
137,4,31=4,2000,15,2000
137,5,31=5,4000,20,4000
137,6,32=6,8000,25,8000
137,7,32=8,10000,30,10000
137,8,32=10,12000,35,12000
137,9,32=12,14000,40,14000
137,10,32=14,16000,45,16000
137,11,33=17,32000,50,32000
137,12,33=20,36000,55,36000
137,13,33=23,40000,60,40000
137,14,33=26,44000,65,44000
137,15,33=30,48000,70,48000
137,16,34=34,96000,75,96000
137,17,34=38,104000,80,104000
137,18,34=42,112000,85,112000
137,19,34=46,120000,90,120000
137,20,34=50,128000,95,128000
138,1,31=1,0,0,0
138,2,31=2,500,6,500
138,3,31=3,1000,10,1000
138,4,31=4,2000,15,2000
138,5,31=5,4000,20,4000
138,6,32=6,8000,25,8000
138,7,32=8,10000,30,10000
138,8,32=10,12000,35,12000
138,9,32=12,14000,40,14000
138,10,32=14,16000,45,16000
138,11,33=17,32000,50,32000
138,12,33=20,36000,55,36000
138,13,33=23,40000,60,40000
138,14,33=26,44000,65,44000
138,15,33=30,48000,70,48000
138,16,34=34,96000,75,96000
138,17,34=38,104000,80,104000
138,18,34=42,112000,85,112000
138,19,34=46,120000,90,120000
138,20,34=50,128000,95,128000
139,1,31=1,0,0,0
139,2,31=2,500,6,500
139,3,31=3,1000,10,1000
139,4,31=4,2000,15,2000
139,5,31=5,4000,20,4000
139,6,32=6,8000,25,8000
139,7,32=8,10000,30,10000
139,8,32=10,12000,35,12000
139,9,32=12,14000,40,14000
139,10,32=14,16000,45,16000
139,11,33=17,32000,50,32000
139,12,33=20,36000,55,36000
139,13,33=23,40000,60,40000
139,14,33=26,44000,65,44000
139,15,33=30,48000,70,48000
139,16,34=34,96000,75,96000
139,17,34=38,104000,80,104000
139,18,34=42,112000,85,112000
139,19,34=46,120000,90,120000
139,20,34=50,128000,95,128000
140,1,31=1,0,0,0
140,2,31=2,500,6,500
140,3,31=3,1000,10,1000
140,4,31=4,2000,15,2000
140,5,31=5,4000,20,4000
140,6,32=6,8000,25,8000
140,7,32=8,10000,30,10000
140,8,32=10,12000,35,12000
140,9,32=12,14000,40,14000
140,10,32=14,16000,45,16000
140,11,33=17,32000,50,32000
140,12,33=20,36000,55,36000
140,13,33=23,40000,60,40000
140,14,33=26,44000,65,44000
140,15,33=30,48000,70,48000
140,16,34=34,96000,75,96000
140,17,34=38,104000,80,104000
140,18,34=42,112000,85,112000
140,19,34=46,120000,90,120000
140,20,34=50,128000,95,128000
141,1,31=1,0,0,0
141,2,31=2,500,6,500
141,3,31=3,1000,10,1000
141,4,31=4,2000,15,2000
141,5,31=5,4000,20,4000
141,6,32=6,8000,25,8000
141,7,32=8,10000,30,10000
141,8,32=10,12000,35,12000
141,9,32=12,14000,40,14000
141,10,32=14,16000,45,16000
141,11,33=17,32000,50,32000
141,12,33=20,36000,55,36000
141,13,33=23,40000,60,40000
141,14,33=26,44000,65,44000
141,15,33=30,48000,70,48000
141,16,34=34,96000,75,96000
141,17,34=38,104000,80,104000
141,18,34=42,112000,85,112000
141,19,34=46,120000,90,120000
141,20,34=50,128000,95,128000
142,1,31=1,0,0,0
142,2,31=2,500,6,500
142,3,31=3,1000,10,1000
142,4,31=4,2000,15,2000
142,5,31=5,4000,20,4000
142,6,32=6,8000,25,8000
142,7,32=8,10000,30,10000
142,8,32=10,12000,35,12000
142,9,32=12,14000,40,14000
142,10,32=14,16000,45,16000
142,11,33=17,32000,50,32000
142,12,33=20,36000,55,36000
142,13,33=23,40000,60,40000
142,14,33=26,44000,65,44000
142,15,33=30,48000,70,48000
142,16,34=34,96000,75,96000
142,17,34=38,104000,80,104000
142,18,34=42,112000,85,112000
142,19,34=46,120000,90,120000
142,20,34=50,128000,95,128000
143,1,31=1,0,0,0
143,2,31=2,500,6,500
143,3,31=3,1000,10,1000
143,4,31=4,2000,15,2000
143,5,31=5,4000,20,4000
143,6,32=6,8000,25,8000
143,7,32=8,10000,30,10000
143,8,32=10,12000,35,12000
143,9,32=12,14000,40,14000
143,10,32=14,16000,45,16000
