副本ID,副本类型,副本名,副本描述,前置副本,开启等级,战斗等级,战斗配表,战斗阶段,战斗场景1,战斗场景2,战斗场景3,剧情,BOSS ID,BOSS名称,BOSS头像框,消耗类型,消耗类型值,战争迷雾,挑战次数,过关经验,星级经验修正,过关金钱,星级金钱修正,首次通关奖励,背景音乐,x坐标,y坐标,,
11702,1,苦肉计2,东吴老臣苦肉计，能否骗过曹操,11701,69,69,csv/scene/PT/1702.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,822,1=100  2=104  3=108,352,1=100  2=104  3=108,,,-348,109,,
11703,1,苦肉计3,东吴老臣苦肉计，能否骗过曹操,11702,69,70,csv/scene/PT/1703.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,840,1=100  2=104  3=108,354,1=100  2=104  3=108,,,-238,-48,,
11704,1,阚泽献书1,阚泽艺高人胆大，独身入虎穴献降书,11703,70,71,csv/scene/PT/1704.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,858,1=100  2=104  3=108,356,1=100  2=104  3=108,,,-50,-96,,
11705,1,阚泽献书2,阚泽艺高人胆大，独身入虎穴献降书,11704,71,72,csv/scene/PT/1705.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,876,1=100  2=104  3=108,358,1=100  2=104  3=108,,,-180,161,,
11706,1,阚泽献书3,阚泽艺高人胆大，独身入虎穴献降书,11705,72,72,csv/scene/PT/1706.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,894,1=100  2=104  3=108,360,1=100  2=104  3=108,,,-32,126,,
11707,1,连环计1,连环套连环，凤雏立下大功,11706,72,73,csv/scene/PT/1707.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,912,1=100  2=104  3=108,362,1=100  2=104  3=108,,,132,161,,
11708,1,连环计2,连环套连环，凤雏立下大功,11707,73,74,csv/scene/PT/1708.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,930,1=100  2=104  3=108,364,1=100  2=104  3=108,,,352,147,,
11709,1,连环计3,连环套连环，凤雏立下大功,11708,74,75,csv/scene/PT/1709.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,948,1=100  2=104  3=108,366,1=100  2=104  3=108,,,222,19,,
11710,1,借东风,天时地利人和，诸葛亮借来胜利之风,11709,75,75,csv/scene/PT/1710.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,964,1=100  2=104  3=108,368,1=100  2=104  3=108,,,334,-94,,
11801,1,火船计1,黄盖诈降，火船直扑曹军水寨,11710,75,76,csv/scene/PT/1801.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,973,1=100  2=104  3=108,370,1=100  2=104  3=108,,,-395,179,,
11802,1,火船计2,黄盖诈降，火船直扑曹军水寨,11801,76,77,csv/scene/PT/1802.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,982,1=100  2=104  3=108,372,1=100  2=104  3=108,,,-308,21,,
11803,1,火船计3,黄盖诈降，火船直扑曹军水寨,11802,77,78,csv/scene/PT/1803.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,991,1=100  2=104  3=108,374,1=100  2=104  3=108,,,-377,-155,,
11804,1,各展神威1,人心惶惶，正是一展身手的好时机,11803,78,78,csv/scene/PT/1804.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1000,1=100  2=104  3=108,376,1=100  2=104  3=108,,,-163,-47,,
11805,1,各展神威2,人心惶惶，正是一展身手的好时机,11804,78,79,csv/scene/PT/1805.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1009,1=100  2=104  3=108,378,1=100  2=104  3=108,,,-3,74,,
11806,1,各展神威3,人心惶惶，正是一展身手的好时机,11805,79,80,csv/scene/PT/1806.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1018,1=100  2=104  3=108,380,1=100  2=104  3=108,,,-37,-155,,
11807,1,势如破竹1,联军气势如虹，战果在不断的扩大,11806,80,81,csv/scene/PT/1807.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1027,1=100  2=104  3=108,382,1=100  2=104  3=108,,,135,-132,,
11808,1,势如破竹2,联军气势如虹，战果在不断的扩大,11807,81,81,csv/scene/PT/1808.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1036,1=100  2=104  3=108,384,1=100  2=104  3=108,,,305,-120,,
11809,1,势如破竹3,联军气势如虹，战果在不断的扩大,11808,81,82,csv/scene/PT/1809.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1045,1=100  2=104  3=108,386,1=100  2=104  3=108,,,153,165,,
11810,1,败投华容,曹军无奈撤退，取道华容而逃,11809,82,83,csv/scene/PT/1810.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1063,1=100  2=104  3=108,388,1=100  2=104  3=108,,,318,130,,
11901,1,翼德逞凶1,半路杀出个张翼德,11810,83,84,csv/scene/PT/1901.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1072,1=100  2=104  3=108,390,1=100  2=104  3=108,,,-348,109,,
11902,1,翼德逞凶2,半路杀出个张翼德,11901,84,85,csv/scene/PT/1902.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1081,1=100  2=104  3=108,392,1=100  2=104  3=108,,,-238,-48,,
11903,1,翼德逞凶3,半路杀出个张翼德,11902,85,85,csv/scene/PT/1903.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1090,1=100  2=104  3=108,394,1=100  2=104  3=108,,,-180,161,,
11904,1,子龙夺旗1,曹操乌鸦嘴又招来了赵子龙,11903,85,86,csv/scene/PT/1904.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1099,1=100  2=104  3=108,396,1=100  2=104  3=108,,,-32,126,,
11905,1,子龙夺旗2,曹操乌鸦嘴又招来了赵子龙,11904,86,87,csv/scene/PT/1905.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1108,1=100  2=104  3=108,398,1=100  2=104  3=108,,,-50,-96,,
11906,1,子龙夺旗3,曹操乌鸦嘴又招来了赵子龙,11905,87,88,csv/scene/PT/1906.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1117,1=100  2=104  3=108,400,1=100  2=104  3=108,,,130,-120,,
11907,1,华容道1,华容道前，聚集残兵，究竟该怎么走,11906,88,89,csv/scene/PT/1907.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1126,1=100  2=104  3=108,402,1=100  2=104  3=108,,,334,-94,,
11908,1,华容道2,华容道前，聚集残兵，究竟该怎么走,11907,89,89,csv/scene/PT/1908.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1135,1=100  2=104  3=108,404,1=100  2=104  3=108,,,222,19,,
11909,1,华容道3,华容道前，聚集残兵，究竟该怎么走,11908,89,90,csv/scene/PT/1909.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1144,1=100  2=104  3=108,406,1=100  2=104  3=108,,,132,161,,
11910,1,义释曹操,关云长亲自镇守，曹操能否逃过此劫？,11909,90,91,csv/scene/PT/1910.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1162,1=100  2=104  3=108,408,1=100  2=104  3=108,,,352,147,,
12001,1,南郡之战1,一鼓作气，吴军誓夺南郡,11910,91,92,csv/scene/PT/2001.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1171,1=100  2=104  3=108,410,1=100  2=104  3=108,,,-381,173,,
12002,1,南郡之战2,一鼓作气，吴军誓夺南郡,12001,92,93,csv/scene/PT/2002.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1180,1=100  2=104  3=108,412,1=100  2=104  3=108,,,-262,30,,
12003,1,南郡之战3,一鼓作气，吴军誓夺南郡,12002,93,94,csv/scene/PT/2003.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1189,1=100  2=104  3=108,414,1=100  2=104  3=108,,,-340,-132,,
12004,1,巧借荆州1,刘备借荆州——有借无还,12003,94,94,csv/scene/PT/2004.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1198,1=100  2=104  3=108,416,1=100  2=104  3=108,,,-123,-111,,
12005,1,巧借荆州2,刘备借荆州——有借无还,12004,94,95,csv/scene/PT/2005.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1207,1=100  2=104  3=108,418,1=100  2=104  3=108,,,59,-67,,
12006,1,巧借荆州3,刘备借荆州——有借无还,12005,95,96,csv/scene/PT/2006.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1216,1=100  2=104  3=108,420,1=100  2=104  3=108,,,242,-85,,
12007,1,平定南阳1,云长戴罪立功，南阳力战黄汉生,12006,96,97,csv/scene/PT/2007.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1225,1=100  2=104  3=108,422,1=100  2=104  3=108,,,-78,80,,
12008,1,平定南阳2,云长戴罪立功，南阳力战黄汉生,12007,97,98,csv/scene/PT/2008.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1234,1=100  2=104  3=108,424,1=100  2=104  3=108,,,82,140,,
12009,1,平定南阳3,云长戴罪立功，南阳力战黄汉生,12008,98,99,csv/scene/PT/2009.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1243,1=100  2=104  3=108,426,1=100  2=104  3=108,,,243,158,,
12010,1,刘备娶亲,周瑜妙计安天下，赔了夫人又折兵,12009,99,100,csv/scene/PT/2010.csv,3,resource/bg/ShanGu_1.jpg,resource/bg/ShanGu_2.jpg,resource/bg/ShanGu_3.jpg,1,1,张飞,1,1,3,0,9999,1261,1=100  2=104  3=108,428,1=100  2=104  3=108,,,390,130,,
